_title_norm,title,quantity
english literature,English literature,2
physics: textbook for class xi,Physics: Textbook for Class XI,2
digital communications systems,Digital Communications Systems,2
hound of the baskervilles,Hound of the Baskervilles,2
decision support systems & data warehouses,Decision Support Systems & Data Warehouses,2
network security assessment,Network security assessment,2
hacker's challenge 2: ..network security,Hacker's Challenge 2: ..Network security,2
microeconomics : theory / application,Microeconomics : Theory / Application,2
digital circuits and logic design,Digital Circuits and Logic Design,2
microcomputer engineering,Microcomputer Engineering,2
numerical problem in physics,Numerical Problem in Physics,2
hamare sapno ke: bharat ka nirman,Hamare Sapno Ke: Bharat Ka Nirman,2
microeconomic theory,Microeconomic Theory,2
numerical recipes in c,Numerical Recipes in C,2
theory and problems laplace transforms,Theory and Problems Laplace Transforms,2
fundamentals of computer algorithms,Fundamentals of computer algorithms,2
signal processing advances in wireless & mobile ..,Signal Processing Advances in Wireless & Mobile ..,2
digital signal processing: spectral computation and filter design,Digital Signal Processing: Spectral Computation and Filter Design,2
easy learning spanish grammar and practice,Easy learning spanish grammar and practice,2
concise organic chemistry,Concise Organic Chemistry,2
the abc's of the internet,The ABC's of the Internet,2
research methods,Research Methods,2
padma purana,Padma Purana,2
fuzzy logic & its applications technology & management,Fuzzy Logic & Its Applications Technology & Management,2
the 8th habit,The 8th HABIT,2
pradeep's new course chemistry,Pradeep's New Course Chemistry,2
theory&problems of college physics,Theory&problems of college physics,2
fuzzy control of quering systems,Fuzzy control of quering systems,2
digital signal processing: signals sysems filters,Digital Signal Processing: Signals Sysems Filters,2
"cmos circuits design,layout and simulation","CMOS Circuits Design,Layout and Simulation",2
the 8086/8088 family,The 8086/8088 family,2
neuro-fuzzy and soft computing : a computational approach to learning and machine intelligence,Neuro-Fuzzy and Soft Computing : A Computational Approach to Learning and Machine Intelligence,2
introduction to neural networks,Introduction to Neural Networks,2
introduction to modern physics,Introduction to modern Physics,2
ccna 1 and 2: engineering journal and workbook,CCNA 1 and 2: Engineering Journal and Workbook,2
introduction to machine design,Introduction to Machine Design,2
introduction to instrumentation and measurement,Introduction to Instrumentation and Measurement,2
introduction to internet things,Introduction to internet things,2
garuda purana,Garuda Purana,2
optoelectronics : an introduction,Optoelectronics : An Introduction,2
principles of networking and system admin.,Principles of Networking And System admin.,2
communication for business,Communication For Business,2
"commentary and digest on the punjab shops and commercial... act, 1958","Commentary and digest on the Punjab shops and commercial... act, 1958",2
"multimedia,production,planning & delivering","Multimedia,Production,Planning & Delivering",2
schoum's outlines set theory ...topics,Schoum's Outlines Set Theory ...Topics,2
introduction to matlab 6,Introduction to MATLAB 6,2
com/dcom,COM/DCOM,2
new dictionary of civil engineering,New Dictionary of Civil Engineering,2
earthquake fesistant design and risk reduction,Earthquake Fesistant Design and Risk Reduction,2
fuzzy set theory,Fuzzy Set Theory,2
construction planning equipment & methods,Construction planning equipment & methods,2
economic survey 2003 - 2004,Economic Survey 2003 - 2004,2
tughlaq,Tughlaq,2
second  shepherds play every man and others early play,Second  shepherds play every man and others early play,2
continuous & discrete.....systems,Continuous & Discrete.....Systems,2
understanding automata formal language and grammar,Understanding automata formal language and grammar,2
"ehv-ac,hvdc : transmission and distribution engg.","EHV-AC,HVDC : Transmission and Distribution Engg.",2
instrumentation devices & systems,Instrumentation Devices & Systems,2
introductory statistics for business and economics,Introductory statistics for business and economics,2
theory and problems of basic electrical engg.,Theory and Problems of Basic Electrical Engg.,2
control system,Control system,2
introduction to sociology,Introduction to Sociology,2
understanding digital transmission & recording,Understanding Digital Transmission & Recording,2
understanding digital transmission and recording,Understanding Digital Transmission and Recording,2
control systems : principles and design,Control Systems : Principles and Design,2
certificate physical and human geography,Certificate physical and human geography,2
is-95 cdma & cdma 2000: cellular/pcs systems implementation,IS-95 CDMA & CDMA 2000: Cellular/PCS Systems Implementation,2
understanding electro - mechanical engineering,Understanding Electro - Mechanical Engineering,2
ultimate interview: make a great impression and get that job,Ultimate Interview: make a great impression and get that job,2
introductory course ------ mechanical vibrations,Introductory Course ------ Mechanical Vibrations,2
getting started with matlab 7: a quick introduction for scientists and engineers,Getting Started with MATLAB 7: a quick introduction for scientists and engineers,2
circuits and networks: analysis & synthesis,Circuits and Networks: analysis & Synthesis,2
operating systems : design and implementation,Operating Systems : Design and Implementation,2
introductions to logic design,Introductions to Logic Design,2
civil disobedience and other essays,Civil disobedience and other essays,2
introduction---metallurgy,Introduction---metallurgy,2
theory of vibration with application,Theory of Vibration with application,2
introduction to unix / linux,Introduction to Unix / Linux,2
introduction to tribology  of bearings,Introduction to Tribology  of Bearings,2
stragegies for engineering communication,Stragegies for Engineering Communication,2
economics of development,Economics of Development,2
economics for business,Economics for business,2
0000 to 8085 : introduction to microprocessors,0000 to 8085 : Introduction to Microprocessors,2
